source,source_name,path_number,depth_edges,path_symbols,path_names,relationship_chain,cash_flow_chain,confidence
CRDO,Credo Technology,1,5,CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT -> 000660.KS,Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek -> SK hynix,CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools | CAMT → 000660.KS: sells into fabs,CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ALAB pays OSAT or packaging partners | ...,medium
3436.T,SUMCO,3,5,3436.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,SUMCO -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,3436.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay 3436.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
3436.T,SUMCO,4,5,3436.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,SUMCO -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,3436.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay 3436.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
3436.T,SUMCO,5,5,3436.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,SUMCO -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,3436.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay 3436.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
WAF.DE,Siltronic,1,5,WAF.DE -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB,Siltronic -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs,WAF.DE → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers,fabs/IDMs pay WAF.DE for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
WAF.DE,Siltronic,2,5,WAF.DE -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> CAMT,Siltronic -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Camtek,WAF.DE → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,fabs/IDMs pay WAF.DE for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
WAF.DE,Siltronic,3,5,WAF.DE -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,Siltronic -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,WAF.DE → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay WAF.DE for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
WAF.DE,Siltronic,4,5,WAF.DE -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,Siltronic -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,WAF.DE → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay WAF.DE for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
WAF.DE,Siltronic,5,5,WAF.DE -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,Siltronic -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,WAF.DE → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay WAF.DE for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4063.T,Shin-Etsu Chemical,1,5,4063.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB,Shin-Etsu Chemical -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs,4063.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers,fabs/IDMs pay 4063.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4063.T,Shin-Etsu Chemical,2,5,4063.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> CAMT,Shin-Etsu Chemical -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Camtek,4063.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,fabs/IDMs pay 4063.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4063.T,Shin-Etsu Chemical,3,5,4063.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,Shin-Etsu Chemical -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,4063.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay 4063.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4063.T,Shin-Etsu Chemical,4,5,4063.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,Shin-Etsu Chemical -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,4063.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay 4063.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4063.T,Shin-Etsu Chemical,5,5,4063.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,Shin-Etsu Chemical -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,4063.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay 4063.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
QCOM,Qualcomm,1,5,QCOM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> AMKR,Qualcomm -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Amkor Technology,QCOM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → AMKR: uses packaging/test,QCOM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
QCOM,Qualcomm,2,5,QCOM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> 000660.KS,Qualcomm -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> SK hynix,QCOM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → 000660.KS: uses memory ecosystem,QCOM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
QCOM,Qualcomm,3,5,QCOM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> FORM,Qualcomm -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> FormFactor,QCOM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → FORM: uses test/metrology indirectly,QCOM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
QCOM,Qualcomm,4,5,QCOM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> MU,Qualcomm -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Micron Technology,QCOM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → MU: uses memory ecosystem,QCOM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
QCOM,Qualcomm,5,5,QCOM -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> ONTO,Qualcomm -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Onto Innovation,QCOM → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → ONTO: uses test/metrology indirectly,QCOM pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
NXPI,NXP Semiconductors,1,5,NXPI -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,NXP Semiconductors -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,NXPI → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NXPI,NXP Semiconductors,2,5,NXPI -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,NXP Semiconductors -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,NXPI → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NXPI,NXP Semiconductors,3,5,NXPI -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,NXP Semiconductors -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,NXPI → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NXPI,NXP Semiconductors,4,5,NXPI -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,NXP Semiconductors -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,NXPI → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
NXPI,NXP Semiconductors,5,5,NXPI -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,NXP Semiconductors -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,NXPI → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
4186.T,Tokyo Ohka Kogyo,1,5,4186.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> ALAB,Tokyo Ohka Kogyo -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs,4186.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers,fabs/IDMs pay 4186.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4186.T,Tokyo Ohka Kogyo,2,5,4186.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> CAMT,Tokyo Ohka Kogyo -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Camtek,4186.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,fabs/IDMs pay 4186.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4186.T,Tokyo Ohka Kogyo,3,5,4186.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> NVMI,Tokyo Ohka Kogyo -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Nova,4186.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,fabs/IDMs pay 4186.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4186.T,Tokyo Ohka Kogyo,4,5,4186.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> MRVL,Tokyo Ohka Kogyo -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Marvell Technology,4186.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,fabs/IDMs pay 4186.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
4186.T,Tokyo Ohka Kogyo,5,5,4186.T -> 000660.KS -> 042700.KQ -> CRDO -> BESI.AS -> 3661.TW,Tokyo Ohka Kogyo -> SK hynix -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Alchip Technologies,4186.T → 000660.KS: sells into fabs | 000660.KS → 042700.KQ: uses HBM packaging equipment ecosystem | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,fabs/IDMs pay 4186.T for equipment/materials/services | SK hynix/HBM ecosystem pays packaging equipment vendors | AI chip companies pay packaging/test providers | ...,medium
2454.TW,MediaTek,1,5,2454.TW -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> AMKR,MediaTek -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Amkor Technology,2454.TW → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → AMKR: uses packaging/test,2454.TW pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
2454.TW,MediaTek,2,5,2454.TW -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> 000660.KS,MediaTek -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> SK hynix,2454.TW → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → 000660.KS: uses memory ecosystem,2454.TW pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
2454.TW,MediaTek,3,5,2454.TW -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> FORM,MediaTek -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> FormFactor,2454.TW → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → FORM: uses test/metrology indirectly,2454.TW pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
2454.TW,MediaTek,4,5,2454.TW -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> MU,MediaTek -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Micron Technology,2454.TW → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → MU: uses memory ecosystem,2454.TW pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
2454.TW,MediaTek,5,5,2454.TW -> 042700.KQ -> CRDO -> BESI.AS -> ALAB -> ONTO,MediaTek -> Hanmi Semiconductor -> Credo Technology -> BE Semiconductor Industries -> Astera Labs -> Onto Innovation,2454.TW → 042700.KQ: uses packaging/test | 042700.KQ → CRDO: serves AI/fabless customers | CRDO → BESI.AS: uses packaging/test | BESI.AS → ALAB: serves AI/fabless customers | ALAB → ONTO: uses test/metrology indirectly,2454.TW pays OSAT or packaging partners | AI chip companies pay packaging/test providers | CRDO pays OSAT or packaging partners | ...,medium
STM,STMicroelectronics,1,5,STM -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,STMicroelectronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,STM → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
STM,STMicroelectronics,2,5,STM -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,STMicroelectronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,STM → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
STM,STMicroelectronics,3,5,STM -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,STMicroelectronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,STM → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
STM,STMicroelectronics,4,5,STM -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,STMicroelectronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,STM → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
STM,STMicroelectronics,5,5,STM -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,STMicroelectronics -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,STM → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
IFX.DE,Infineon Technologies,1,5,IFX.DE -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,Infineon Technologies -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,IFX.DE → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
IFX.DE,Infineon Technologies,2,5,IFX.DE -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,Infineon Technologies -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,IFX.DE → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
IFX.DE,Infineon Technologies,3,5,IFX.DE -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> MRVL,Infineon Technologies -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Marvell Technology,IFX.DE → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → MRVL: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
IFX.DE,Infineon Technologies,4,5,IFX.DE -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> 3661.TW,Infineon Technologies -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Alchip Technologies,IFX.DE → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → 3661.TW: serves AI/fabless customers,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
IFX.DE,Infineon Technologies,5,5,IFX.DE -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> FORM,Infineon Technologies -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> FormFactor,IFX.DE → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → FORM: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
7735.T,SCREEN Holdings,1,5,7735.T -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> CAMT,SCREEN Holdings -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Camtek,7735.T → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → CAMT: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
7735.T,SCREEN Holdings,2,5,7735.T -> CRDO -> 042700.KQ -> ALAB -> BESI.AS -> NVMI,SCREEN Holdings -> Credo Technology -> Hanmi Semiconductor -> Astera Labs -> BE Semiconductor Industries -> Nova,7735.T → CRDO: ecosystem dependency/adjacency | CRDO → 042700.KQ: uses packaging/test | 042700.KQ → ALAB: serves AI/fabless customers | ALAB → BESI.AS: uses packaging/test | BESI.AS → NVMI: uses inspection/test tools,cash flow direction depends on buyer/supplier role; disclosed amounts usually aggregated | CRDO pays OSAT or packaging partners | AI chip companies pay packaging/test providers | ...,mixed
