source,source_name,target,target_name,relationship,use,cash_flow,amount,evidence,confidence
6146.T,Disco,CRDO,Credo Technology,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,ALAB,Astera Labs,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,ARM,Arm Holdings,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,3661.TW,Alchip Technologies,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,3443.TW,Global Unichip,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,6526.T,Socionext,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,QCOM,Qualcomm,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,2454.TW,MediaTek,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6146.T,Disco,ENTG,Entegris,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6146.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6146.T,Disco,PLAB,Photronics,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6146.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6146.T,Disco,6488.TWO,GlobalWafers,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6146.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6146.T,Disco,3436.T,SUMCO,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6146.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6146.T,Disco,4063.T,Shin-Etsu Chemical,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6146.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6590.T,Shibaura Mechatronics,TER,Teradyne,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,6857.T,Advantest,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,ONTO,Onto Innovation,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,FORM,FormFactor,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,AEHR,Aehr Test Systems,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,COHU,Cohu,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,NVMI,Nova,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,CAMT,Camtek,uses inspection/test tools,"advanced package inspection, handlers, probe and reliability test",6590.T capex flows to test/metrology/tool vendors,undisclosed,equipment supply chain,medium
6590.T,Shibaura Mechatronics,NVDA,NVIDIA,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,AMD,Advanced Micro Devices,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,AVGO,Broadcom,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,MRVL,Marvell Technology,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,CRDO,Credo Technology,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,ALAB,Astera Labs,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,ARM,Arm Holdings,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,3661.TW,Alchip Technologies,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,3443.TW,Global Unichip,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,6526.T,Socionext,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,QCOM,Qualcomm,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,2454.TW,MediaTek,serves AI/fabless customers,"assembly, test, advanced packaging, chiplet integration",AI chip companies pay packaging/test providers,mostly undisclosed,OSAT supply-chain map,medium
6590.T,Shibaura Mechatronics,ENTG,Entegris,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6590.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6590.T,Shibaura Mechatronics,PLAB,Photronics,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6590.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6590.T,Shibaura Mechatronics,6488.TWO,GlobalWafers,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6590.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6590.T,Shibaura Mechatronics,3436.T,SUMCO,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6590.T procurement flows to materials vendors,undisclosed,industry map,medium-low
6590.T,Shibaura Mechatronics,4063.T,Shin-Etsu Chemical,uses package materials,"substrates, photoresist, chemicals, masks, wafers for package processes",6590.T procurement flows to materials vendors,undisclosed,industry map,medium-low
ASML,ASML Holding,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASML,ASML Holding,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASML for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
AMAT,Applied Materials,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay AMAT for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
LRCX,Lam Research,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay LRCX for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
KLAC,KLA,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay KLAC for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
8035.T,Tokyo Electron,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 8035.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
7735.T,SCREEN Holdings,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay 7735.T for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ASMI.AS,ASM International,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ASMI.AS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACLS,Axcelis Technologies,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACLS for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,INTC,Intel,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,5347.TWO,Vanguard International Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,000660.KS,SK hynix,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,MU,Micron Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
ACMR,ACM Research,2408.TW,Nanya Technology,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay ACMR for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,TSM,Taiwan Semiconductor Manufacturing,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,005930.KS,Samsung Electronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,UMC,United Microelectronics,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,GFS,GlobalFoundries,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
MKSI,MKS Instruments,TSEM,Tower Semiconductor,sells into fabs,"capacity additions and process-node ramps in logic, memory and advanced packaging",fabs/IDMs pay MKSI for equipment/materials/services,mostly undisclosed,company reports + equipment supply chain,medium
