relationship_source_id,relationship_target_id,relationship_source_ticker,relationship_target_ticker,relationship_source_name,relationship_target_name,relationship_type,relationship_item,relationship_cash_flow,relationship_cash_flow_status,relationship_revenue_stream_direction,relationship_evidence,relationship_disclosure,relationship_disclosure_caveat,relationship_source_ref,relationship_source_ids,relationship_source_titles,relationship_source_urls,relationship_source_notes,relationship_strength,relationship_strength_label,relationship_reasoning,source_company_direct_connection_count,source_company_depth5_reachable_count_excluding_self,target_company_direct_connection_count,target_company_depth5_reachable_count_excluding_self,generated_from_report_date,method_note
CAMT,BESI_AS,CAMT,BESI.AS,Camtek,BE Semiconductor Industries,uses / buys from / depends on,"assembly, advanced packaging and final test","CAMT -> BESI.AS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> BE Semiconductor Industries: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: CAMT -> BESI.AS: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'OSAT/Packaging equipment' has alpha 72/100 and CPO exposure 4/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,ALAB,CAMT,ALAB,Camtek,Astera Labs,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","CAMT -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Camtek -> Astera Labs: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: CAMT -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/retimers/AEC' has alpha 73/100 and CPO exposure 4/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,TSM,CAMT,TSM / 2330.TW,Camtek,TSMC,uses / buys from / depends on,wafer fabrication / process platform,"CAMT -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> TSMC: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: CAMT -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,KLIC,CAMT,KLIC,Camtek,Kulicke and Soffa,uses / buys from / depends on,"assembly, advanced packaging and final test","CAMT -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> Kulicke and Soffa: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: CAMT -> KLIC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Packaging equipment' has alpha 46/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,AIXA_DE,CAMT,AIXA.DE,Camtek,Aixtron,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","CAMT -> AIXA.DE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> Aixtron: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: CAMT -> AIXA.DE: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Equipment' has alpha 76/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,MXL,CAMT,MXL,Camtek,MaxLinear,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","CAMT -> MXL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Camtek -> MaxLinear: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: CAMT -> MXL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/analog' has alpha 72/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,SMTC,CAMT,SMTC,Camtek,Semtech,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","CAMT -> SMTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"Camtek -> Semtech: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: CAMT -> SMTC: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Signal integrity/optical IC' has alpha 78/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,TPRO_MI,CAMT,TPRO.MI,Camtek,Technoprobe,uses / buys from / depends on,"assembly, advanced packaging and final test","CAMT -> TPRO.MI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> Technoprobe: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: CAMT -> TPRO.MI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Test/probe' has alpha 71/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
CAMT,AMKR,CAMT,AMKR,Camtek,Amkor Technology,uses / buys from / depends on,"assembly, advanced packaging and final test","CAMT -> AMKR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'assembly, advanced packaging and final test', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"Camtek -> Amkor Technology: uses / buys from / depends on for assembly, advanced packaging and final test. Cash-flow read: CAMT -> AMKR: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'OSAT/Packaging' has alpha 65/100 and CPO exposure 3/5. Source role 'Metrology/inspection' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,CRDO,6963.T,CRDO,ROHM,Credo Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6963.T -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> Credo Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6963.T -> CRDO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/SerDes/AEC' has alpha 75/100 and CPO exposure 5/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,MRVL,6963.T,MRVL,ROHM,Marvell Technology,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6963.T -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> Marvell Technology: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6963.T -> MRVL: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Optical DSP/custom silicon' has alpha 63/100 and CPO exposure 5/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,AVGO,6963.T,AVGO,ROHM,Broadcom,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6963.T -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> Broadcom: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6963.T -> AVGO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Switch ASIC/networking' has alpha 54/100 and CPO exposure 5/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,NVDA,6963.T,NVDA,ROHM,NVIDIA,uses / buys from / depends on,"custom silicon, ASIC or compute/networking silicon","6963.T -> NVDA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'custom silicon, ASIC or compute/networking silicon', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> NVIDIA: uses / buys from / depends on for custom silicon, ASIC or compute/networking silicon. Cash-flow read: 6963.T -> NVDA: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'AI accelerator/platform' has alpha 53/100 and CPO exposure 5/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,MTSI,6963.T,MTSI,ROHM,MACOM Technology Solutions,uses / buys from / depends on,"lasers, optical engines, PICs, CPO/AOC/ELS components","6963.T -> MTSI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'lasers, optical engines, PICs, CPO/AOC/ELS components', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> MACOM Technology Solutions: uses / buys from / depends on for lasers, optical engines, PICs, CPO/AOC/ELS components. Cash-flow read: 6963.T -> MTSI: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Photonics/RF/connectivity' has alpha 84/100 and CPO exposure 4/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,ALAB,6963.T,ALAB,ROHM,Astera Labs,uses / buys from / depends on,"SerDes, retimers, AEC/AOC, switch or optical DSP connectivity","6963.T -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'SerDes, retimers, AEC/AOC, switch or optical DSP connectivity', unless noted in cash-flow text.",inferred adjacency,Inferred adjacency,Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.48,low_inferred,"ROHM -> Astera Labs: uses / buys from / depends on for SerDes, retimers, AEC/AOC, switch or optical DSP connectivity. Cash-flow read: 6963.T -> ALAB: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Inferred adjacency; Inferred adjacency based on semiconductor role overlap; not a verified pairwise customer/supplier disclosure.. Target company role 'Connectivity/retimers/AEC' has alpha 73/100 and CPO exposure 4/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,TSM,6963.T,TSM / 2330.TW,ROHM,TSMC,uses / buys from / depends on,wafer fabrication / process platform,"6963.T -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'wafer fabrication / process platform', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"ROHM -> TSMC: uses / buys from / depends on for wafer fabrication / process platform. Cash-flow read: 6963.T -> TSM / 2330.TW: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Foundry' has alpha 61/100 and CPO exposure 4/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
6963_T,VECO,6963.T,VECO,ROHM,Veeco Instruments,uses / buys from / depends on,"fab equipment, process control, test or packaging tools","6963.T -> VECO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed.",No pairwise dollars disclosed,"Generally source/customer demand -> target/supplier revenue for 'fab equipment, process control, test or packaging tools', unless noted in cash-flow text.",public value-chain,Public value-chain,Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.,Role-based semiconductor value-chain map,S11; S12; S13,StockAnalysis semiconductor industry list; StockAnalysis semiconductor equipment/materials list; CompaniesMarketCap semiconductor ranking,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,Public market caps/revenue for US-listed semiconductor names.; Public market caps/revenue for equipment/materials names.; Global public semiconductor market-cap universe.,0.62,medium,"ROHM -> Veeco Instruments: uses / buys from / depends on for fab equipment, process control, test or packaging tools. Cash-flow read: 6963.T -> VECO: component, IP, service or capex spend; pairwise dollar amount usually undisclosed. Evidence/disclosure: Public value-chain; Public value-chain relationship; generally not a disclosed customer/supplier dollar pair.. Target company role 'Equipment' has alpha 71/100 and CPO exposure 3/5. Source role 'Power/analog' creates demand pull; target may capture component, manufacturing, IP, tool, or materials revenue if the relationship commercializes.",20,99,20,99,2026-05-03,Relationship map from the HTML report. Specific/public/inferred labels must be interpreted literally; most pairwise semiconductor revenue is not publicly disclosed.
