company_id,ticker,name,region,country,role,segment,market_cap_b_usd,cpo_exposure_1_to_5,alpha_score,alpha_rank,valuation_tag,alpha_optionality_b_usd,alpha_optional_pct_of_market_cap,alpha_rank_key_json,role_color,alpha_reasoning,company_thesis,company_risk,direct_connection_count,specific_public_count,public_ecosystem_count,public_value_chain_count,inferred_adjacency_count,depth5_reachable_company_count_excluding_self,depth5_top_reachable_alpha_tickers,top_5_direct_relationships,direct_source_refs,direct_source_ids,direct_source_urls,generated_from_report_date,method_note
CDNS,CDNS,Cadence Design Systems,US,United States,EDA/IP,"EDA, verification, IP, computational software",100,2,56,45,large,3.32,3.32,"[-56,100]",#9333ea,"Alpha 56/100, rank #45: indirect CPO exposure (2/5) in role 'EDA/IP', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $3.32B; optionality equals about 3.32% of market cap. Thesis: Chiplet/3D/photonic design complexity benefits EDA; discovery already high. Risk: Valuation and AI/EDA cycle",Chiplet/3D/photonic design complexity benefits EDA; discovery already high.,Valuation and AI/EDA cycle,20,0,0,5,15,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; GFS for wafer fabrication / process platform [Public value-chain, strength 0.62]; TSM / 2330.TW for wafer fabrication / process platform [Public value-chain, strength 0.62]; TSEM for wafer fabrication / process platform [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
SNPS,SNPS,Synopsys,US,United States,EDA/IP,"EDA, verification, IP",94,2,55,46,large,2.92,3.11,"[-55,94]",#9333ea,"Alpha 55/100, rank #46: indirect CPO exposure (2/5) in role 'EDA/IP', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $2.92B; optionality equals about 3.11% of market cap. Thesis: Design complexity and photonics/chiplet verification leverage, but large and discovered. Risk: Integration/regulatory and valuation","Design complexity and photonics/chiplet verification leverage, but large and discovered.",Integration/regulatory and valuation,20,0,0,5,15,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; GFS for wafer fabrication / process platform [Public value-chain, strength 0.62]; TSM / 2330.TW for wafer fabrication / process platform [Public value-chain, strength 0.62]; TSEM for wafer fabrication / process platform [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
2454_TW,2454.TW,MediaTek,Non-US,Taiwan,Design/SoC,"Mobile, connectivity, ASIC/edge AI",112,1,55,47,large,2.67,2.38,"[-55,112]",#64748b,"Alpha 55/100, rank #47: low-directness CPO exposure (1/5) in role 'Design/SoC', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $2.67B; optionality equals about 2.38% of market cap. Thesis: AI edge and ASIC optionality, not primary CPO. Risk: Consumer cycle","AI edge and ASIC optionality, not primary CPO.",Consumer cycle,20,0,0,9,11,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
NXPI,NXPI,NXP Semiconductors,Non-US,Netherlands,Auto/industrial,"Auto semis, secure edge, RF",75,1,54,48,large,1.96,2.61,"[-54,75]",#ef4444,"Alpha 54/100, rank #48: low-directness CPO exposure (1/5) in role 'Auto/industrial', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $1.96B; optionality equals about 2.61% of market cap. Thesis: Edge/auto AI more important than CPO. Risk: Auto cycle",Edge/auto AI more important than CPO.,Auto cycle,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ARM,ARM,Arm Holdings,Non-US,United Kingdom,EDA/IP,"CPU IP, compute subsystems",224,1,54,49,large,3.39,1.51,"[-54,224]",#9333ea,"Alpha 54/100, rank #49: low-directness CPO exposure (1/5) in role 'EDA/IP', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $3.39B; optionality equals about 1.51% of market cap. Thesis: AI custom silicon ecosystem IP, but CPO cable exposure is remote. Risk: Very high valuation","AI custom silicon ecosystem IP, but CPO cable exposure is remote.",Very high valuation,20,0,0,9,11,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
AVGO,AVGO,Broadcom,US,United States,Switch ASIC/networking,"Tomahawk/Jericho switch ASICs, optical engines, CPO systems",1990,5,54,50,mega,44.77,2.25,"[-54,1990]",#4f46e5,"Alpha 54/100, rank #50: direct CPO exposure (5/5) in role 'Switch ASIC/networking', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $44.77B; optionality equals about 2.25% of market cap. Thesis: CPO platform leader and ecosystem anchor; alpha mostly from continued AI networking share rather than being undiscovered. Risk: Large-cap valuation and customer concentration",CPO platform leader and ecosystem anchor; alpha mostly from continued AI networking share rather than being undiscovered.,Large-cap valuation and customer concentration,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AMKR for OSAT process and scalable CPO manufacturing ecosystem [Public value-chain, strength 0.75]; TSM / 2330.TW for advanced switch ASIC and optical engine wafer supply [Public value-chain, strength 0.75]; SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Broadcom CPO 2025; Broadcom/semiconductor value chain; Role-based semiconductor value-chain map,S02; S11; S12; S13,https://investors.broadcom.com/news-releases/news-release-details/broadcom-announces-third-generation-co-packaged-optics-cpo; https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
STM,STM / STMPA,STMicroelectronics,Non-US,Switzerland/France/Italy,Auto/industrial,"MCUs, power, sensors, analog",48,1,53,51,mid,1.4,2.92,"[-53,48]",#ef4444,"Alpha 53/100, rank #51: low-directness CPO exposure (1/5) in role 'Auto/industrial', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $1.40B; optionality equals about 2.92% of market cap. Thesis: Quality broad semi with limited CPO directness. Risk: Auto/industrial cycle",Quality broad semi with limited CPO directness.,Auto/industrial cycle,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
NVDA,NVDA,NVIDIA,US,United States,AI accelerator/platform,"GPUs, accelerators, networking systems, silicon photonics switches",4820,5,53,52,mega,96.4,2.0,"[-53,4820]",#5b8def,"Alpha 53/100, rank #52: direct CPO exposure (5/5) in role 'AI accelerator/platform', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $96.40B; optionality equals about 2.0% of market cap. Thesis: Owns demand and system architecture; CPO adoption is strategic, but discovery is already extreme. Risk: Crowded megacap; execution and capex-cycle risk","Owns demand and system architecture; CPO adoption is strategic, but discovery is already extreme.",Crowded megacap; execution and capex-cycle risk,20,4,1,6,9,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"LITE for advanced laser components for next-gen AI optics [Specific public, strength 1.0]; COHR for advanced laser and optical networking products [Specific public, strength 1.0]; TSM / 2330.TW for silicon photonics manufacturing and TSMC-SoIC 3D stacking collaboration [Specific public, strength 0.95]; ASX / 3711.TW for SPIL/ASE packaging and test ecosystem for photonics [Specific public, strength 0.85]; MRVL for NVLink Fusion/custom networking ecosystem adjacency [Public ecosystem, strength 0.75]",NVIDIA Spectrum-X Photonics 2025; NVIDIA-Coherent 2026; NVIDIA-Lumentum 2026; NVIDIA/Marvell 2026 ecosystem; Role-based semiconductor value-chain map,S01; S04; S03; S07; S11; S12; S13,https://nvidianews.nvidia.com/news/nvidia-spectrum-x-co-packaged-optics-networking-switches-ai-factories/; https://nvidianews.nvidia.com/news/nvidia-and-coherent-announce-strategic-partnership-to-develop-optics-technology-to-scale-next-generation-data-center-architecture; https://nvidianews.nvidia.com/news/nvidia-announces-strategic-partnership-with-lumentum-to-develop-state-of-the-art-optics-technology; https://jp.marvell.com/company/newsroom/marvell-co-packaged-optics-architecture-custom-ai-accelerators.html; https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
0981_HK,0981.HK,SMIC,Non-US,China,Foundry,China logic foundry,73,2,52,53,large,1.8,2.47,"[-52,73]",#16a34a,"Alpha 52/100, rank #53: indirect CPO exposure (2/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $1.80B; optionality equals about 2.47% of market cap. Thesis: China localization optionality; CPO exposure indirect and restricted by tools. Risk: Export controls and node gap",China localization optionality; CPO exposure indirect and restricted by tools.,Export controls and node gap,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
IFX_DE,IFX.DE,Infineon Technologies,Non-US,Germany,Power/auto/industrial,"Power semis, MCUs, sensors",81,1,52,54,large,1.59,1.96,"[-52,81]",#dc2626,"Alpha 52/100, rank #54: low-directness CPO exposure (1/5) in role 'Power/auto/industrial', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $1.59B; optionality equals about 1.96% of market cap. Thesis: Power density beneficiary, not optical interconnect pure play. Risk: Industrial/auto cycle","Power density beneficiary, not optical interconnect pure play.",Industrial/auto cycle,20,0,0,10,10,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
KLAC,KLAC,KLA,US,United States,Metrology/inspection,"Process control, metrology, inspection",226,2,52,55,large,3.17,1.4,"[-52,226]",#475569,"Alpha 52/100, rank #55: indirect CPO exposure (2/5) in role 'Metrology/inspection', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $3.17B; optionality equals about 1.4% of market cap. Thesis: Advanced packaging and silicon photonics yield control can drive demand, but discovery is high. Risk: High valuation, capex cycle","Advanced packaging and silicon photonics yield control can drive demand, but discovery is high.","High valuation, capex cycle",20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
AMAT,AMAT,Applied Materials,US,United States,Equipment,"Deposition, etch, process tools, services",309,2,52,56,mega,3.71,1.2,"[-52,309]",#64748b,"Alpha 52/100, rank #56: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $3.71B; optionality equals about 1.2% of market cap. Thesis: Advanced packaging/foundry capex beneficiary, but widely owned. Risk: Capex cycle and China restrictions","Advanced packaging/foundry capex beneficiary, but widely owned.",Capex cycle and China restrictions,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
LRCX,LRCX,Lam Research,US,United States,Equipment,Etch/deposition equipment,321,2,52,57,mega,3.78,1.18,"[-52,321]",#64748b,"Alpha 52/100, rank #57: indirect CPO exposure (2/5) in role 'Equipment', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $3.78B; optionality equals about 1.18% of market cap. Thesis: Indirect beneficiary through HBM/foundry/advanced interconnect capex. Risk: Memory/foundry capex cycle",Indirect beneficiary through HBM/foundry/advanced interconnect capex.,Memory/foundry capex cycle,20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
1347_HK,1347.HK,Hua Hong Semiconductor,Non-US,China,Foundry,Specialty/mature-node foundry,25,1,51,58,mid,0.76,3.04,"[-51,25]",#16a34a,"Alpha 51/100, rank #58: low-directness CPO exposure (1/5) in role 'Foundry', large/mega-cap where discovery is likely higher, valuation tag 'mid', heuristic optionality $0.76B; optionality equals about 3.04% of market cap. Thesis: China localization/foundry exposure; low direct CPO. Risk: China mature-node pricing",China localization/foundry exposure; low direct CPO.,China mature-node pricing,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
MU,MU,Micron Technology,US,United States,Memory,"DRAM, HBM, NAND",611,2,51,59,mega,6.14,1.0,"[-51,611]",#f59e0b,"Alpha 51/100, rank #59: indirect CPO exposure (2/5) in role 'Memory', large/mega-cap where discovery is likely higher, valuation tag 'mega', heuristic optionality $6.14B; optionality equals about 1.0% of market cap. Thesis: AI memory demand strong; CPO is indirect via larger AI clusters. Risk: Memory cycle, capex, pricing",AI memory demand strong; CPO is indirect via larger AI clusters.,"Memory cycle, capex, pricing",20,0,0,12,8,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; NVMI for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
TER,TER,Teradyne,US,United States,Test equipment,"Semiconductor ATE, system test",54,2,50,60,large,1.11,2.06,"[-50,54]",#475569,"Alpha 50/100, rank #60: indirect CPO exposure (2/5) in role 'Test equipment', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $1.11B; optionality equals about 2.06% of market cap. Thesis: AI/advanced packaging test demand, indirect CPO link. Risk: Test cycle, customer concentration","AI/advanced packaging test demand, indirect CPO link.","Test cycle, customer concentration",20,0,0,8,12,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; BESI.AS for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; TPRO.MI for assembly, advanced packaging and final test [Public value-chain, strength 0.62]; AMKR for assembly, advanced packaging and final test [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
ASX,ASX / 3711.TW,ASE Technology,Non-US,Taiwan,OSAT/Packaging,"Advanced packaging, test, EMS",66,3,50,61,large,1.43,2.17,"[-50,66]",#ca8a04,"Alpha 50/100, rank #61: indirect CPO exposure (3/5) in role 'OSAT/Packaging', large/mega-cap where discovery is likely higher, valuation tag 'large', heuristic optionality $1.43B; optionality equals about 2.17% of market cap. Thesis: Packaging/test gateway for chiplets and optical modules; size and cyclicality cap alpha score. Risk: OSAT cyclicality and margin pressure",Packaging/test gateway for chiplets and optical modules; size and cyclicality cap alpha score.,OSAT cyclicality and margin pressure,20,0,0,7,13,99,MTSI:84; SOI.PA:78; SMTC:78; LITE:77; AIXA.DE:76; COHR:76; CRDO:75; NVMI:74; CAMT:73; ALAB:73; MXL:72; BESI.AS:72; VECO:71; TPRO.MI:71; PLAB:70,"SOI.PA for substrates, wafers, photomasks or specialty materials [Public value-chain, strength 0.62]; AIXA.DE for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; CAMT for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; VECO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]; ONTO for fab equipment, process control, test or packaging tools [Public value-chain, strength 0.62]",Role-based semiconductor value-chain map,S11; S12; S13,https://stockanalysis.com/stocks/industry/semiconductors/; https://stockanalysis.com/stocks/industry/semiconductor-equipment-and-materials/; https://companiesmarketcap.com/semiconductors/largest-semiconductor-companies-by-market-cap/,2026-05-03,"Heuristic research score from the HTML report; not investment advice and not a guarantee of returns. Market cap is used as the valuation base, not a live per-share stock quote."
