global_rank,region_rank,region,ticker,company,country,exchange,theme,latent_ai_asset,market_cap_bucket,ai_visibility,alpha_score,latent_fit,discovery_gap,valuation_gap,catalyst_density,execution_quality,hype_penalty,conviction,thesis,catalysts,risks,source_keys,latest_price,latest_currency,latest_market_cap_usd,latest_market_cap_usd_b,latest_ytd_return_pct,market_data_as_of,market_data_source,base_alpha_score,price_rerating_penalty_score,ai2027_price_adjusted_score,ai2027_trend_bonus_score,ai2027_trend_tags,ai2027_trend_note
74,41,US,MOD,Modine Manufacturing,United States,NYSE,Thermal & Water,"Data-center cooling, chillers and thermal systems",Mid,Discovered,66.8,24,8,9,19,11,3,Medium,"The business has clear data-center cooling leverage, but the market now recognizes it; alpha depends on execution and whether cooling remains undersupplied.",AI infrastructure orders; spin/simplification; long-term customer agreements.,Crowd discovery; customer concentration; hyperscaler self-design risk.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC;MODINE_AI,281.435,USD,14822000000.0,14.822,99.87,2026-06-23,https://finance.yahoo.com/quote/MOD/,68.0,1.7,66.3,0.5,power_grid,AI 2027/current overlay: power_grid; bonus +0.5 after cap/YTD discipline.
75,42,US,CIEN,Ciena,United States,NYSE,Connectivity & Photonics,Optical networking systems and coherent technology,Mid-Large,Discovered,66.7,23,8,9,16,10,7,Medium,Optical transport is core to AI-era connectivity; Ciena is not a pure AI stock but the optical thesis is increasingly obvious.,800G/1.6T transport; cloud interconnect; telecom recovery.,Carrier capex; margin volatility; crowding into optical names.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,456.42,USD,64571000000.0,64.571,85.49,2026-06-23,https://finance.yahoo.com/quote/CIEN/,59.6,0.7,58.9,7.8,"compute_factory,packaging_memory_test,power_grid","AI 2027/current overlay: compute_factory,packaging_memory_test,power_grid; bonus +7.8 after cap/YTD discipline."
76,43,US,HUBB,Hubbell,United States,NYSE,Power & Grid,Electrical and utility components,Large,Discovered,66.1,21,8,8,16,13,6,Medium,"Hubbell is a best-in-class utility/electrical supplier, but the electrification thesis is already widely owned.",Grid hardening; data-center electrical demand; utility capex.,Valuation; crowd discovery; rate-sensitive utility spending.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,520.335,USD,27453000000.0,27.453,12.38,2026-06-23,https://finance.yahoo.com/quote/HUBB/,60.6,0.0,60.6,5.5,power_grid,AI 2027/current overlay: power_grid; bonus +5.5 after cap/YTD discipline.
77,34,Non-US,IFX.DE,Infineon Technologies,Germany,Xetra,Power & Components,"Power semiconductors, microcontrollers and sensors",Large,Emerging,66.1,22,10,11,15,12,4,Medium,"Infineon’s power chips and controllers are essential to efficient power conversion and edge devices, but it is too large and known for maximum early alpha.",Data-center power supplies; industrial power semis; automotive recovery.,Auto/industrial weakness; valuation; China competition.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,80.56,EUR,122971128000.0,122.971,110.53,2026-06-23,https://finance.yahoo.com/quote/IFX.DE/,66.7,2.4,64.3,1.8,"physical_ai,power_grid,security_sovereign","AI 2027/current overlay: physical_ai,power_grid,security_sovereign; bonus +1.8 after cap/YTD discipline."
78,35,Non-US,BESI.AS,BE Semiconductor Industries,Netherlands,Euronext Amsterdam,Semi/Advanced Materials,Die attach and hybrid bonding equipment,Large,Discovered,65.6,23,5,7,18,11,7,Medium,"BESI is structurally tied to advanced packaging for AI chips, but the market has long identified that thesis.",Hybrid bonding adoption; AI accelerator packaging; memory recovery.,Semicap cycle; high expectations; valuation.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,296.8,EUR,28873111225.35,28.873,99.06,2026-06-23,https://finance.yahoo.com/quote/BESI.AS/,58.2,1.6,56.6,9.0,"compute_factory,packaging_memory_test,power_grid","AI 2027/current overlay: compute_factory,packaging_memory_test,power_grid; bonus +9.0 after cap/YTD discipline."
79,36,Non-US,VACN.SW,VAT Group,Switzerland,SIX,Semi/Advanced Materials,Vacuum valves for semiconductor equipment,Large,Emerging,65.4,22,9,8,16,13,6,Medium,"A dominant vacuum-valve supplier to semicap; strategically vital, but quality valuation and semicap discovery limit alpha.",Semicap capex recovery; advanced node intensity; service/aftermarket.,Premium valuation; chip capex cycle; large customer exposure.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,668.8,CHF,26139007209.59,26.139,54.6,2026-06-23,https://finance.yahoo.com/quote/VACN.SW/,61.9,0.0,61.9,3.5,power_grid,AI 2027/current overlay: power_grid; bonus +3.5 after cap/YTD discipline.
80,37,Non-US,IFCN.SW,INFICON,Switzerland,SIX,Sensors & Measurement,"Vacuum instrumentation, leak detection and process sensors",Mid-Large,Latent,65.3,20,13,9,15,13,8,Medium,Process sensors and leak detection are essential for fabs and high-reliability manufacturing; INFICON is high quality but expensive.,Semicap recovery; process-control intensity; industrial sensing.,Premium multiple; Swiss franc; cyclical semicap orders.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,178.2,CHF,5666019075.7,5.666,71.02,2026-06-23,https://finance.yahoo.com/quote/IFCN.SW/,61.3,0.0,61.3,4.0,power_grid,AI 2027/current overlay: power_grid; bonus +4.0 after cap/YTD discipline.
81,38,Non-US,FN,Fabrinet,Cayman Islands / Thailand,NYSE,Connectivity & Photonics,Contract manufacturing for optical communications products,Large,Discovered,65.1,23,4,5,17,10,5,Medium,"Fabrinet makes optical equipment for AI/datacom supply chains, but it is already widely owned as an optical AI beneficiary.",800G/1.6T manufacturing; customer demand; margin stability.,Customer concentration; Thailand geopolitics/supply chain; crowding.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,583.62,USD,22110000000.0,22.11,21.73,2026-06-23,https://finance.yahoo.com/quote/FN/,55.1,0.0,55.1,10.0,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus +10.0 after cap/YTD discipline."
82,39,Non-US,2395.TW,Advantech,Taiwan,TWSE,Industrial Automation & Robotics,"Industrial computers, edge devices and IoT platforms",Large,Emerging,65.1,21,10,9,15,10,6,Medium,"Edge AI needs rugged industrial computers; Advantech is well positioned, but it is already a recognized edge-computing supplier.",Edge AI boxes; factory IoT; industrial PC cycle recovery.,Valuation; China/industrial demand; competition.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,487.5,TWD,13704694786.8,13.705,70.16,2026-06-23,https://finance.yahoo.com/quote/2395.TW/,57.8,0.0,57.8,7.3,"physical_ai,power_grid","AI 2027/current overlay: physical_ai,power_grid; bonus +7.3 after cap/YTD discipline."
83,44,US,AVT,Avnet,United States,NASDAQ,Distribution/Services,Electronic components distribution and design-chain services,Mid,Latent,62.7,18,17,16,10,8,6,Speculative,AI buildout eventually pulls broad component distribution; Avnet offers value/cycle exposure but lower strategic uniqueness.,Component inventory reset; AI-adjacent design wins; cash generation.,Low margins; inventory cycle; limited pricing power.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,91.22,USD,7489000000.0,7.489,84.88,2026-06-23,https://finance.yahoo.com/quote/AVT/,62.4,0.7,61.7,1.0,power_grid,AI 2027/current overlay: power_grid; bonus +1.0 after cap/YTD discipline.
84,40,Non-US,LR.PA,Legrand,France,Euronext Paris,Power & Grid,"Electrical infrastructure, racks and building systems",Large,Discovered,62.3,21,7,8,16,13,7,Medium,"Data-center electrical and building systems are core to Legrand, but the market increasingly recognizes this exposure.",Data-center products; building electrification; energy efficiency.,Large-cap discovery; valuation; European construction cycle.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,146.8,EUR,45832946113.76,45.833,14.87,2026-06-23,https://finance.yahoo.com/quote/LR.PA/,58.0,0.0,58.0,4.3,power_grid,AI 2027/current overlay: power_grid; bonus +4.3 after cap/YTD discipline.
85,41,Non-US,CLS.TO,Celestica,Canada,TSX/NYSE,Connectivity & Services,High-complexity electronics manufacturing and AI server supply chain,Large,Discovered,61.9,23,3,5,18,10,6,Medium,"Celestica has strong AI server exposure, but that is precisely why it is now a discovered trade.",Hyperscaler programs; networking/server mix; margin expansion.,Crowd discovery; customer concentration; inventory cycles.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,506.43,CAD,41008117500.0,41.008,22.12,2026-06-23,https://finance.yahoo.com/quote/CLS.TO/,53.6,0.0,53.6,8.3,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus +8.3 after cap/YTD discipline."
86,42,Non-US,SMHN.DE,SÜSS MicroTec,Germany,Xetra,Semi/Advanced Materials,"Lithography, bonding and advanced packaging tools",Mid,Discovered,61.4,22,10,9,17,10,5,Medium,"Advanced packaging tools are important for AI chips, but SÜSS has already been pulled into the semicap AI screen.",Hybrid bonding; advanced packaging capex; memory/logic recovery.,Cyclical semicap orders; valuation; capacity execution.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,96.45,EUR,2360667630.65,2.361,136.17,2026-06-23,https://finance.yahoo.com/quote/SMHN.DE/,62.5,4.1,58.4,3.0,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus +3.0 after cap/YTD discipline."
87,43,Non-US,ENR.DE,Siemens Energy,Germany,Xetra,Power & Grid,"Grid equipment, gas turbines and transmission systems",Large,Discovered,61.1,22,6,9,17,9,6,Medium,"AI power demand helps grid/turbine suppliers, but Siemens Energy has already rerated around grid and power scarcity.",Grid backlog; turbine demand; power-system bottlenecks.,Wind turnaround; valuation after rerating; project execution.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,162.5,EUR,163801237801.16,163.801,32.33,2026-06-23,https://finance.yahoo.com/quote/ENR.DE/,58.1,0.0,58.1,3.0,power_grid,AI 2027/current overlay: power_grid; bonus +3.0 after cap/YTD discipline.
88,44,Non-US,ABBN.SW,ABB,Switzerland,SIX,Power & Grid,"Electrification, drives, automation and robotics",Mega,Discovered,58.8,22,4,5,17,14,10,Low,"ABB is strategically relevant to electrification and automation, but it is too large, too covered and too explicitly linked to automation for early alpha.",Electrification backlog; drives/robotics; energy efficiency.,Mega-cap valuation; global cycle; crowd ownership.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,86.1,CHF,198359514845.45,198.36,40.59,2026-06-23,https://finance.yahoo.com/quote/ABBN.SW/,52.0,0.0,52.0,6.8,"physical_ai,power_grid","AI 2027/current overlay: physical_ai,power_grid; bonus +6.8 after cap/YTD discipline."
89,45,Non-US,5803.T,Fujikura,Japan,Tokyo,Connectivity & Photonics,"Optical fiber, cabling and data-center connectivity",Large,Discovered,57.9,24,2,4,18,12,5,Low,"Fujikura is a textbook example of an under-the-radar AI-infra supplier that the crowd has now discovered; useful as a control, not a fresh-alpha name.",Optical capacity; AI cluster cabling; factory expansion.,Massive rerating; expectation risk; fiber cycle.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC;FUJIKURA_REUTERS,6487.0,JPY,63243204920.47,63.243,111.02,2026-06-23,https://finance.yahoo.com/quote/5803.T/,55.7,2.4,53.3,4.6,"packaging_memory_test,physical_ai,power_grid","AI 2027/current overlay: packaging_memory_test,physical_ai,power_grid; bonus +4.6 after cap/YTD discipline."
90,45,US,COHR,Coherent,United States,NYSE,Connectivity & Photonics,"Optical transceivers, lasers and advanced materials",Large,Discovered,57.8,24,6,7,17,10,6,Medium,"A real optical/laser AI infrastructure beneficiary, but far from undiscovered; alpha depends on sustained optical scarcity.",AI datacom transceivers; lasers; manufacturing leverage.,Debt; cyclicality; hype/expectation risk.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,390.8,USD,77336000000.0,77.336,101.1,2026-06-23,https://finance.yahoo.com/quote/COHR/,58.7,1.7,57.0,0.8,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus +0.8 after cap/YTD discipline."
91,46,Non-US,SIE.DE,Siemens,Germany,Xetra,Industrial Automation & Robotics,"Automation, digital industries and electrification software/hardware",Mega,Discovered,56.8,22,4,5,17,13,11,Low,Siemens owns many AI deployment layers but is already a core global industrial-automation compounder.,Digital Industries recovery; electrification; industrial software.,Large-cap discovery; industrial cycle; conglomerate complexity.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,272.25,EUR,235747398600.0,235.747,12.92,2026-06-23,https://finance.yahoo.com/quote/SIE.DE/,50.0,0.0,50.0,6.8,"physical_ai,power_grid","AI 2027/current overlay: physical_ai,power_grid; bonus +6.8 after cap/YTD discipline."
92,46,US,STRL,Sterling Infrastructure,United States,NASDAQ,Data Center Services,"Site development, e-infrastructure and civil construction",Mid,Discovered,56.4,19,10,10,16,11,2,Medium,"A data-center site-prep and e-infrastructure beneficiary, but the market has started to discover the construction angle.",Data-center campus buildout; transportation/infrastructure backlog; margins.,Construction cyclicality; valuation rerating; project execution.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,898.43,USD,27392000000.0,27.392,181.5,2026-06-23,https://finance.yahoo.com/quote/STRL/,65.5,6.6,58.9,-2.5,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus -2.5 after cap/YTD discipline."
93,47,US,LITE,Lumentum,United States,NASDAQ,Connectivity & Photonics,"Optical components, lasers and photonics",Mid,Discovered,56.1,23,7,8,16,9,5,Medium,"Lumentum has clear AI datacom optics optionality, but investors increasingly screen for optical AI suppliers.",Datacom recovery; coherent optics; cloud transceiver demand.,Customer concentration; cyclicality; valuation if hype persists.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,831.16,USD,64747000000.0,64.747,115.27,2026-06-23,https://finance.yahoo.com/quote/LITE/,58.0,2.7,55.3,0.8,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus +0.8 after cap/YTD discipline."
94,47,Non-US,ASM.AS,ASM International,Netherlands,Euronext Amsterdam,Semi/Advanced Materials,Atomic layer deposition and epitaxy equipment,Large,Discovered,55.0,23,5,6,18,12,8,Medium,"ASM is a crucial advanced-node tool supplier, but it is already viewed as an AI semicap beneficiary.",GAA/advanced nodes; ALD intensity; AI chip capex.,Valuation; cyclical orders; export restrictions.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,994.0,EUR,54172629000.0,54.173,79.49,2026-06-23,https://finance.yahoo.com/quote/ASM.AS/,56.0,0.3,55.7,-0.7,power_grid,AI 2027/current overlay: power_grid; bonus -0.7 after cap/YTD discipline.
95,48,Non-US,2308.TW,Delta Electronics,Taiwan,TWSE,Power & Components,"Power supplies, thermal management and industrial automation",Mega,Discovered,55.0,23,6,7,17,13,7,Medium,"Delta is deeply relevant to data-center power and cooling, but it is no longer an undiscovered AI-infrastructure supplier.",AI server power; liquid cooling; industrial automation.,Crowd discovery; high expectations; Taiwan/geopolitical risk.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,2080.0,TWD,198226800000.0,198.227,109.05,2026-06-23,https://finance.yahoo.com/quote/2308.TW/,58.3,2.3,56.0,-1.0,"compute_factory,power_grid","AI 2027/current overlay: compute_factory,power_grid; bonus -1.0 after cap/YTD discipline."
96,49,Non-US,AIXA.DE,Aixtron,Germany,Xetra,Semi/Advanced Materials,Deposition equipment for compound semiconductors,Mid,Emerging,52.3,22,13,12,13,8,5,Speculative,"Compound semis can matter to efficient power/optics, but Aixtron remains tied to cyclical SiC/GaN expectations and investor swings.",SiC/GaN recovery; optoelectronics; data-center power devices.,Order volatility; China/EV cycles; technology concentration.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,55.42,EUR,7756833000.0,7.757,182.9,2026-06-23,https://finance.yahoo.com/quote/AIXA.DE/,64.9,6.6,58.3,-6.0,power_grid,AI 2027/current overlay: power_grid; bonus -6.0 after cap/YTD discipline.
97,50,Non-US,SU.PA,Schneider Electric,France,Euronext Paris,Power & Grid,"Energy management, data-center power and cooling infrastructure",Mega,Discovered,49.0,24,1,3,19,14,15,Low,"Schneider is a direct AI infrastructure winner, but the crowd has clearly found it; included as a negative-control for the alpha screen.",Data-center power/cooling demand; Southeast Asia buildout; services.,Crowded trade; premium valuation; no longer hidden.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC;M_SCHNEIDER_REUTERS,279.5,EUR,178918210800.0,178.918,17.91,2026-06-23,https://finance.yahoo.com/quote/SU.PA/,46.0,0.0,46.0,3.0,power_grid,AI 2027/current overlay: power_grid; bonus +3.0 after cap/YTD discipline.
98,48,US,VSH,Vishay Intertechnology,United States,NYSE,Power & Components,"Passives, discretes, sensors and power components",Mid,Latent,49.0,20,18,17,13,9,2,Medium,AI power chains still need mundane passives and discretes; Vishay offers cheap cyclicality and broad power-component exposure.,Inventory normalization; power-electronics demand; buybacks/capital allocation.,Commodity pricing; sluggish auto/industrial cycles; lower structural margins.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,59.545,USD,8748000000.0,8.748,289.44,2026-06-23,https://finance.yahoo.com/quote/VSH/,75.0,12.0,63.0,-14.0,power_grid,AI 2027/current overlay: power_grid; bonus -14.0 after cap/YTD discipline.
99,49,US,WOLF,Wolfspeed,United States,NYSE,Power & Components,Silicon carbide power semiconductors and materials,Small,Special Situation,45.4,22,17,18,13,3,18,Speculative,"SiC power devices could support high-efficiency power conversion, but financial distress overwhelms the strategic optionality.",Restructuring; SiC demand recovery; asset monetization.,Balance sheet; dilution/bankruptcy risk; EV demand weakness.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,50.55,USD,2624000000.0,2.624,167.04,2026-06-23,https://finance.yahoo.com/quote/WOLF/,56.8,5.9,50.9,-5.5,power_grid,AI 2027/current overlay: power_grid; bonus -5.5 after cap/YTD discipline.
100,50,US,GLW,Corning,United States,NYSE,Connectivity & Photonics,"Fiber, optical connectivity and specialty glass",Large,Discovered,43.9,24,2,3,18,13,13,Low,The optical connectivity thesis is now mainstream after Nvidia/Corning news; GLW is strategically strong but not early alpha anymore.,AI fiber capacity expansion; hyperscaler deals; optical segment growth.,Major rerating already occurred; valuation; expectation risk.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC;M_CORNING_REUTERS,193.76,USD,165841000000.0,165.841,113.7,2026-06-23,https://finance.yahoo.com/quote/GLW/,47.0,2.6,44.4,-0.5,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus -0.5 after cap/YTD discipline."
101,51,US,AEHR,Aehr Test Systems,United States,NASDAQ,Semi/Advanced Materials,Wafer-level burn-in and test systems,Small,Emerging,41.4,21,15,15,12,6,3,Speculative,"Burn-in/test could matter for high-reliability SiC and power devices around data-center power, but customer concentration is high.",SiC recovery; AI power devices; new customer wins.,Customer concentration; sharp cyclicality; small-cap volatility.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC,103.0,USD,3250000000.0,3.25,364.8,2026-06-23,https://finance.yahoo.com/quote/AEHR/,66.6,15.7,50.9,-9.5,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus -9.5 after cap/YTD discipline."
102,51,Non-US,5801.T,Furukawa Electric,Japan,Tokyo,Connectivity & Photonics,Optical fiber/cable and electrical infrastructure,Mid-Large,Emerging,38.6,22,10,12,16,10,5,Medium,"Optical fiber and cable are key to AI clusters, but Japanese fiber names have begun to rerate; Furukawa is less crowded than Fujikura.",Optical products; telecom capex; data-center fiber capacity.,Currency; fiber pricing; crowd moving into Japan AI supply chain.,M_IEA_POWER;M_MS_POWER;M_CBRE_DC;M_SP_GLOBAL_DC;FURUKAWA_IR,49000.0,JPY,25297789878.0,25.298,364.9,2026-06-23,https://finance.yahoo.com/quote/5801.T/,64.3,15.7,48.6,-10.0,"packaging_memory_test,power_grid","AI 2027/current overlay: packaging_memory_test,power_grid; bonus -10.0 after cap/YTD discipline."
