company,company_name,connection,connection_name,type,layer,depth,use_for,cash_flow,confidence,source_note
LRCX,Lam Research,VECO,Veeco Instruments,process-flow peer / complementary supplier,Tool chain,2,"adjacent process steps in advanced logic, memory or packaging flows",Capex wallet share and tool attach/service opportunities,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,VECO,Veeco Instruments,process/equipment dependency,Materials process chain,2,"materials must meet tool/process windows for deposition, etch, polish, metrology",Indirect qualification and process control economics,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,AMD,Advanced Micro Devices,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,AVGO,Broadcom,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,MRVL,Marvell Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,MU,Micron Technology,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,NVDA,NVIDIA,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,000660.KS,SK hynix,AI demand pull-through,End-demand pull,4,AI chips and HBM create process complexity that pulls WFE spending,Indirect capex-driven revenue; no direct chip revenue required,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,Amazon AWS,Amazon AWS,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,Google Cloud,Google Cloud,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,Meta AI,Meta AI,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LRCX,Lam Research,Microsoft Azure,Microsoft Azure,AI datacenter pull-through,End-demand pull,5,AI optical/electrical infrastructure raises demand for substrates/materials through chip and optical supply chains,Indirect volume pull-through; direct hyperscaler contracts unlikely,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,AMD,Advanced Micro Devices,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,AVGO,Broadcom,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,NVDA,NVIDIA,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,ASML,ASML Holding,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Amazon AWS,Amazon AWS,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Apple devices,Apple devices,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,AMAT,Applied Materials,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Arista Networks,Arista Networks,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Automotive OEMs,Automotive OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Cisco Systems,Cisco Systems,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,ENTG,Entegris,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,6488.TWO,GlobalWafers,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Industrial automation OEMs,Industrial automation OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,KLAC,KLA,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,LRCX,Lam Research,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
LSCC,Lattice Semiconductor,Microsoft Azure,Microsoft Azure,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,AMD,Advanced Micro Devices,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,AVGO,Broadcom,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,NVDA,NVIDIA,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,ASML,ASML Holding,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Amazon AWS,Amazon AWS,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Apple devices,Apple devices,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,AMAT,Applied Materials,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Arista Networks,Arista Networks,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Automotive OEMs,Automotive OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Cisco Systems,Cisco Systems,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,ENTG,Entegris,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,6488.TWO,GlobalWafers,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Industrial automation OEMs,Industrial automation OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,KLAC,KLA,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,LRCX,Lam Research,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MCHP,Microchip Technology,Microsoft Azure,Microsoft Azure,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,ASX,ASE Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,AMKR,Amkor Technology,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,ARM,Arm Holdings,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,GFS,GlobalFoundries,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,0981.HK,SMIC,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,005930.KS,Samsung Electronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,SNPS,Synopsys,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,TSM,Taiwan Semiconductor Manufacturing,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,TSEM,Tower Semiconductor,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,UMC,United Microelectronics,supplier/customer ecosystem,Analog/RF/power supply chain,1,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,AMD,Advanced Micro Devices,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,AVGO,Broadcom,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,NVDA,NVIDIA,supplier/customer ecosystem,Analog/RF/power supply chain,3,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,ASML,ASML Holding,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Amazon AWS,Amazon AWS,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Apple devices,Apple devices,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,AMAT,Applied Materials,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Arista Networks,Arista Networks,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Automotive OEMs,Automotive OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Cisco Systems,Cisco Systems,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,ENTG,Entegris,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,6488.TWO,GlobalWafers,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,Industrial automation OEMs,Industrial automation OEMs,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
MPWR,Monolithic Power Systems,KLAC,KLA,supplier/customer ecosystem,Analog/RF/power supply chain,4,"analog, RF, power, timing or embedded content across end systems and foundry supply chain",Chip sales to OEMs; wafer/OSAT costs; long-tail design-win cash flow,ECOSYSTEM-INFERRED,Public ecosystem mapping; verify contract-specific exposure in filings.
